74x2G240	2	dual inverter, active-low enable,		three-state	AUP	http://www.nxp.com/documents/data_sheet/74AUP2G240.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC2G240.pdf
74x2G241	2	dual buffer, active-low and active-high enables		three-state	AUP	http://www.nxp.com/documents/data_sheet/74AUP2G241.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC2G241.pdf
74x2G0604	2	dual combo gates - one inverter, one inverter with O.D.		open-drain	AUP	http://www.nxp.com/documents/data_sheet/74AUP2G0604.pdf		
74x2G3404	2	dual combo gates - one buffer, one inverter			AUP	http://www.nxp.com/documents/data_sheet/74AUP2G3404.pdf		
74x2G3407	2	dual combo gates - one buffer, one buffer with O.D.		open-drain	AUP	http://www.nxp.com/documents/data_sheet/74AUP2G3407.pdf		
74x3G06	3	triple inverter gate	schmitt-trigger	open-drain	LVC	http://www.nxp.com/documents/data_sheet/74LVC3G06.pdf		
74x3G07	3	triple buffer gate	schmitt-trigger	open-drain	AUP	http://www.nxp.com/documents/data_sheet/74AUP3G07.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC3G07.pdf
74x3G14	3	triple inverter gate	schmitt-trigger		AUP	http://www.nxp.com/documents/data_sheet/74AUP3G14.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC3G14.pdf
74x3G17	3	triple buffer gate	schmitt-trigger		AUP	http://www.nxp.com/documents/data_sheet/74AUP3G17.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC3G17.pdf
74x3G34	3	triple buffer gate			AUP	http://www.nxp.com/documents/data_sheet/74AUP3G34.pdf	LVC	http://www.nxp.com/documents/data_sheet/74LVC3G34.pdf
74x3G0434	3	triple combo gates - two inverter, one buffer			AUP	http://www.nxp.com/documents/data_sheet/74AUP3G0434.pdf		
74x3G3404	3	triple combo gates - two buffer, one inverter			AUP	http://www.nxp.com/documents/data_sheet/74AUP3G3404.pdf		
